工号,姓名,刷卡时间,门禁点,部门
030314,王志敏,2026-04-30 09:58:39,A座-闸机,星云科技/商业化中心/销售一部
030262,严娟,2026-04-08 10:13:00,A座-闸机,星云科技/商业化中心/销售一部
030334,沈洋勇,2026-03-20 10:28:17,A座-闸机,星云科技/商业化中心/销售二部
30270,许刚华,2026-03-09 08:18:14,A座-闸机,商业化中心/销售二部
30101,李丽艳,2026-04-24 08:34:07,A座-闸机,星云科技/技术平台中心/应用研发部
030343,李欣娜,2026-04-13 10:30:42,A座-闸机,商业化中心/销售二部
030220,施强,2026-03-02 09:42:08,A座-闸机,商业化中心/商业产品部
30029,何静强,2026-04-22 09:32:44,A座-闸机,星云科技/技术平台/基础架构部
30204,钱杰强,2026-04-20 10:55:02,A座-闸机,星云科技/技术平台中心/应用研发部
30140,李娟,2026-03-09 10:15:53,A座-闸机,星云科技/技术平台/数据智能部
30484,卫军,2026-03-16 10:29:29,A座-闸机,星云科技/职能线/行政法务部
30482,李丽,2026-04-10 09:00:06,A座-闸机,星云科技/职能线/财务部
30229,陶娜,2026-03-19 09:54:05,A座-闸机,星云科技/商业化中心/销售一部
30217,张秀秀,2026-04-29 09:23:09,A座-闸机,星云科技/商业化中心/销售一部
030275,吴娟娟,2026-04-15 10:13:57,A座-闸机,商业化中心/销售一部
030073,严红芳,2026-04-09 10:07:38,A座-闸机,技术平台中心/数据智能部
30217,张秀秀,2026-03-17 08:13:25,A座-闸机,商业化中心/销售一部
30243,施伟曦,2026-03-23 10:12:26,A座-闸机,星云科技/商业化中心/销售二部
30428,陶丽英,2026-04-17 10:57:05,A座-闸机,星云科技/用户增长中心/内容运营部
30316,曹晨,2026-04-26 09:25:01,A座-闸机,星云科技/商业化中心/商业产品部
30048,李浩超,2026-04-28 08:26:30,A座-闸机,星云科技/技术平台/数据智能部
30029,何静强,2026-04-14 09:45:20,A座-闸机,星云科技/技术平台中心/基础架构部
030469,尤斌芳,2026-03-03 09:57:46,A座-闸机,职能线/行政法务部
030436,许刚,2026-04-08 08:32:23,A座-闸机,星云科技/用户增长中心/市场部
030091,施萍,2026-03-16 10:43:47,A座-闸机,星云科技/技术平台中心/基础架构部
30253,赵磊勇,2026-03-05 09:58:20,A座-闸机,商业化中心/销售二部
30239,褚军,2026-04-28 09:17:13,A座-闸机,商业化中心/商业产品部
30107,冯曦静,2026-04-05 04:09:00,B1-货梯,星云科技/技术平台/应用研发部
30433,严娟,2026-03-09 10:08:39,A座-闸机,星云科技/用户增长中心/市场部
30272,钱华,2026-04-20 09:13:46,A座-闸机,星云科技/商业化中心/销售一部
030386,钱志,2026-03-02 10:03:40,A座-闸机,用户增长/市场部
030248,曹华,2026-03-19 08:11:54,A座-闸机,星云科技/商业化中心/销售一部
30152,郑明娜,2026-03-04 09:17:34,A座-闸机,星云科技/技术平台/应用研发部
30215,张浩,2026-03-10 08:09:59,A座-闸机,商业化中心/销售一部
030159,吴华兰,2026-03-03 08:29:27,A座-闸机,星云科技/技术平台中心/应用研发部
30529,钱芳华,2026-03-01 12:35:00,A座-闸机,星云科技/职能线
30035,朱宇,2026-03-02 08:41:01,A座-闸机,技术平台中心/基础架构部
030003,褚秀娜,2026-04-06 08:32:00,A座-闸机,星云科技/技术平台中心/应用研发部
030424,杨明超,2026-03-24 08:15:30,A座-闸机,星云科技/用户增长中心/内容运营部
30127,吕秀,2026-03-10 10:50:53,A座-闸机,星云科技/技术平台/应用研发部
30029,何静强,2026-03-16 09:20:29,A座-闸机,技术平台中心/基础架构部
030437,韩志,2026-03-06 10:17:36,A座-闸机,用户增长/内容运营部
30277,冯悦,2026-04-10 09:51:30,A座-闸机,星云科技/商业化中心/销售一部
030036,严勇杰,2026-04-13 09:01:51,A座-闸机,星云科技/技术平台/基础架构部
30175,许宇强,2026-03-31 10:22:11,A座-闸机,技术平台中心/基础架构部
30479,尤娟,2026-04-03 10:32:06,A座-闸机,职能线/行政法务部
030160,卫兰,2026-03-11 08:38:21,A座-闸机,技术平台中心/基础架构部
30003,褚秀娜,2026-04-07 08:50:25,A座-闸机,星云科技/技术平台中心/应用研发部
030429,华娜,2026-04-13 09:04:41,A座-闸机,星云科技/用户增长中心/内容运营部
030270,许刚华,2026-04-29 09:53:16,A座-闸机,星云科技/商业化中心/销售二部
030213,周悦怡,2026-03-30 08:18:39,A座-闸机,星云科技/商业化中心/销售二部
30150,杨娜斌,2026-03-17 09:24:34,A座-闸机,星云科技/技术平台中心/基础架构部
30086,韩浩怡,2026-03-11 09:03:29,A座-闸机,星云科技/技术平台中心/基础架构部
030361,褚秀曦,2026-03-27 09:34:21,A座-闸机,星云科技/商业化中心/销售二部
030196,姜华艳,2026-03-26 10:31:04,A座-闸机,星云科技/技术平台/应用研发部
030514,冯霞斌,2026-03-15 13:29:11,A座-闸机,星云科技/职能线/行政法务部
030550,沈曦,2026-04-09 09:26:33,A座-闸机,商业化中心/销售一部
030044,魏晨,2026-04-14 10:23:14,A座-闸机,星云科技/技术平台/应用研发部
30179,李红娜,2026-04-09 10:10:03,A座-闸机,星云科技/技术平台中心/基础架构部
30013,尤斌,2026-03-23 10:40:08,A座-闸机,星云科技/技术平台中心/基础架构部
30447,许伟曦,2026-04-27 09:22:14,A座-闸机,星云科技/用户增长中心/市场部
30352,吴军,2026-03-30 08:53:34,A座-闸机,商业化中心/销售一部
30491,张刚,2026-04-02 09:28:19,A座-闸机,星云科技/职能线/财务部
30103,沈刚悦,2026-04-08 09:46:01,A座-闸机,技术平台中心/应用研发部
30296,何艳洋,2026-04-27 08:20:46,A座-闸机,商业化中心/商业产品部
30021,魏萍,2026-04-14 10:10:13,A座-闸机,技术平台中心/应用研发部
30305,金宇志,2026-04-17 09:25:24,A座-闸机,商业化中心/销售一部
030504,褚红娜,2026-04-16 08:02:45,A座-闸机,星云科技/职能线/人力资源部
030395,韩明涛,2026-03-05 10:55:45,A座-闸机,星云科技/用户增长中心/市场部
030273,何曦敏,2026-04-16 10:26:30,A座-闸机,星云科技/商业化中心/销售二部
30220,施强,2026-04-02 08:00:53,A座-闸机,商业化中心/商业产品部
030228,金秀,2026-04-06 09:23:48,A座-闸机,商业化中心/销售一部
030427,严丽磊,2026-04-30 08:22:57,A座-闸机,用户增长/内容运营部
030141,魏强,2026-04-20 08:53:31,A座-闸机,星云科技/技术平台/基础架构部
30364,王英怡,2026-04-29 08:03:20,A座-闸机,星云科技/商业化中心/销售二部
30284,李宇,2026-04-10 10:19:33,A座-闸机,商业化中心/销售一部
030225,赵静浩,2026-03-13 10:40:35,A座-闸机,星云科技/商业化中心/销售一部
30487,朱悦,2026-03-03 08:24:20,A座-闸机,职能线/行政法务部
030095,金桂,2026-04-15 08:18:13,A座-闸机,星云科技/技术平台/应用研发部
030303,孙宇,2026-03-05 09:01:10,A座-闸机,商业化中心/商业产品部
030233,郑桂娜,2026-04-29 08:32:55,A座-闸机,商业化中心/销售二部
30327,尤芳,2026-04-16 09:43:18,A座-闸机,星云科技/商业化中心/销售一部
030405,吴明,2026-03-27 10:25:03,A座-闸机,用户增长/市场部
30079,卫刚,2026-04-17 10:37:11,A座-闸机,技术平台中心/应用研发部
030054,张英,2026-03-18 08:34:56,A座-闸机,星云科技/技术平台中心/数据智能部
30143,曹浩娜,2026-03-20 10:23:45,A座-闸机,技术平台中心/应用研发部
030093,卫萍怡,2026-04-07 08:04:27,A座-闸机,技术平台中心/基础架构部
030147,陶涛,2026-04-24 08:57:37,A座-闸机,星云科技/技术平台/数据智能部
30384,魏强斌,2026-04-29 08:10:16,A座-闸机,用户增长/市场部
030349,褚杰,2026-03-06 08:01:52,A座-闸机,商业化中心/销售二部
30069,曹艳,2026-04-15 10:36:53,A座-闸机,星云科技/技术平台中心/应用研发部
30522,华敏秀,2026-04-16 09:32:47,A座-闸机,
30302,曹悦,2026-03-31 10:34:47,A座-闸机,星云科技/商业化中心/销售二部
30357,李霞,2026-03-20 10:40:34,A座-闸机,星云科技/商业化中心/销售一部
30191,王悦,2026-03-18 09:40:04,A座-闸机,星云科技/技术平台中心/基础架构部
30535,赵娟,2026-03-21 10:12:00,A座-闸机,星云科技/职能线
030005,吕磊,2026-03-21 05:22:00,B1-货梯,星云科技/技术平台/基础架构部
30122,郑强浩,2026-04-15 10:57:11,A座-闸机,星云科技/技术平台中心/基础架构部
30039,华静华,2026-03-06 08:14:41,A座-闸机,星云科技/技术平台中心/基础架构部
030103,沈刚悦,2026-04-20 08:34:53,A座-闸机,星云科技/技术平台中心/应用研发部
030180,尤强,2026-03-25 10:13:00,A座-闸机,技术平台中心/数据智能部
30489,钱洋敏,2026-03-25 10:14:05,A座-闸机,职能线/人力资源部
30269,许强玉,2026-03-24 09:12:27,A座-闸机,商业化中心/商业产品部
030345,李宇,2026-04-17 08:05:33,A座-闸机,商业化中心/销售一部
030427,严丽磊,2026-04-28 09:50:16,A座-闸机,星云科技/用户增长中心/内容运营部
030295,王芳军,2026-03-04 09:53:34,A座-闸机,星云科技/商业化中心/商业产品部
30131,孙杰,2026-04-16 08:08:37,A座-闸机,星云科技/技术平台中心/数据智能部
30272,钱华,2026-03-27 10:18:23,A座-闸机,星云科技/商业化中心/销售一部
30323,秦杰晨,2026-03-06 10:45:28,A座-闸机,商业化中心/商业产品部
030303,孙宇,2026-04-23 10:26:50,A座-闸机,星云科技/商业化中心/商业产品部
30362,曹杰敏,2026-03-31 09:13:03,A座-闸机,星云科技/商业化中心/销售二部
30216,何欣,2026-03-03 09:09:07,A座-闸机,星云科技/商业化中心/销售二部
030017,吴秀悦,2026-03-16 09:52:09,A座-闸机,星云科技/技术平台/基础架构部
30509,严芳超,2026-03-13 09:43:08,A座-闸机,职能线/财务部
030493,陈志斌,2026-04-16 10:10:10,A座-闸机,星云科技/职能线/行政法务部
30219,郑玉,2026-04-03 10:21:11,A座-闸机,星云科技/商业化中心/销售二部
30453,卫洋,2026-03-27 10:07:15,A座-闸机,星云科技/用户增长中心/内容运营部
30163,蒋艳娟,2026-03-14 09:38:16,A座-闸机,星云科技/技术平台/应用研发部
030189,朱曦曦,2026-04-29 09:43:39,A座-闸机,星云科技/技术平台/应用研发部
30519,吕勇,2026-03-18 10:38:07,A座-闸机,星云科技/职能线/人力资源部
030305,金宇志,2026-04-22 08:32:03,A座-闸机,星云科技/商业化中心/销售一部
30087,褚杰,2026-04-27 09:20:29,A座-闸机,星云科技/技术平台/应用研发部
030453,卫洋,2026-04-16 10:28:55,A座-闸机,星云科技/用户增长中心/内容运营部
030483,卫磊,2026-04-03 08:50:01,A座-闸机,星云科技/职能线/人力资源部
30551,何斌强,2026-04-07 09:08:24,A座-闸机,星云科技/技术平台中心/应用研发部
030491,张刚,2026-04-13 10:01:37,A座-闸机,职能线/财务部
30155,陶超,2026-04-29 10:16:43,A座-闸机,星云科技/技术平台/应用研发部
30338,陈悦勇,2026-04-21 10:14:02,A座-闸机,商业化中心/商业产品部
30120,吴霞涛,2026-04-07 09:49:43,A座-闸机,星云科技/技术平台/基础架构部
030117,许天伟,2026-03-02 10:04:05,A座-闸机,星云科技/技术平台中心/应用研发部
30338,陈悦勇,2026-03-25 10:02:26,A座-闸机,商业化中心/商业产品部
30300,郑娟,2026-03-01 04:54:00,B1-货梯,星云科技/商业化中心/销售二部
30494,华平,2026-03-23 09:24:04,A座-闸机,星云科技/职能线/财务部
30449,华宇娜,2026-04-03 09:09:36,A座-闸机,星云科技/用户增长中心/市场部
030388,姜伟,2026-04-15 08:36:29,A座-闸机,星云科技/用户增长中心/市场部
30012,施敏,2026-04-20 08:36:58,A座-闸机,技术平台中心/基础架构部
30285,尤勇丽,2026-03-02 08:47:58,A座-闸机,商业化中心/销售一部
30291,许娜,2026-04-24 08:49:25,A座-闸机,商业化中心/商业产品部
30517,陈秀红,2026-03-06 09:14:32,A座-闸机,星云科技/职能线/人力资源部
30006,尤超军,2026-03-23 09:56:10,A座-闸机,技术平台中心/数据智能部
30296,何艳洋,2026-03-02 10:41:14,A座-闸机,星云科技/商业化中心/商业产品部
030171,褚芳,2026-04-22 09:14:40,A座-闸机,星云科技/技术平台中心/基础架构部
30348,韩平芳,2026-03-30 09:55:11,A座-闸机,星云科技/商业化中心/销售二部
030445,施天,2026-03-03 09:02:28,A座-闸机,星云科技/用户增长中心/市场部
30131,孙杰,2026-04-27 10:54:21,A座-闸机,星云科技/技术平台中心/数据智能部
030147,陶涛,2026-04-10 08:55:15,A座-闸机,星云科技/技术平台/数据智能部
030205,蒋志静,2026-03-11 09:56:50,A座-闸机,星云科技/技术平台/基础架构部
030220,施强,2026-04-16 09:50:02,A座-闸机,商业化中心/商业产品部
30285,尤勇丽,2026-03-30 10:19:03,A座-闸机,星云科技/商业化中心/销售一部
030224,钱欣刚,2026-03-18 08:29:29,A座-闸机,星云科技/商业化中心/销售一部
30405,吴明,2026-03-17 10:29:33,A座-闸机,星云科技/用户增长中心/市场部
30148,王丽斌,2026-04-03 08:44:55,A座-闸机,星云科技/技术平台中心/应用研发部
30337,许明华,2026-04-14 09:00:47,A座-闸机,星云科技/商业化中心/销售一部
030461,赵平丽,2026-03-03 08:08:07,A座-闸机,星云科技/职能线/人力资源部
30396,朱艳,2026-04-16 08:08:15,A座-闸机,星云科技/用户增长中心/市场部
30134,王超玉,2026-03-23 08:30:04,A座-闸机,星云科技/技术平台中心/数据智能部
030262,严娟,2026-03-23 08:35:20,A座-闸机,星云科技/商业化中心/销售一部
30177,朱超,2026-03-20 08:59:35,A座-闸机,技术平台中心/数据智能部
030511,朱娟,2026-03-31 08:45:31,A座-闸机,职能线/人力资源部
030088,许敏敏,2026-04-23 09:05:52,A座-闸机,星云科技/技术平台中心/基础架构部
030424,杨明超,2026-03-09 10:32:32,A座-闸机,用户增长/内容运营部
030283,许华军,2026-03-31 10:30:22,A座-闸机,商业化中心/销售一部
30375,杨怡强,2026-04-16 10:48:00,A座-闸机,用户增长/市场部
30316,曹晨,2026-04-10 09:59:47,A座-闸机,星云科技/商业化中心/商业产品部
30549,施欣,2026-04-26 08:04:12,A座-闸机,星云科技/技术平台/基础架构部
30351,赵天英,2026-04-07 10:03:03,A座-闸机,商业化中心/商业产品部
30257,魏秀,2026-04-29 10:01:18,A座-闸机,商业化中心/商业产品部
030336,孔欣,2026-04-20 10:58:17,A座-闸机,商业化中心/商业产品部
30196,姜华艳,2026-04-02 10:38:27,A座-闸机,星云科技/技术平台中心/应用研发部
30133,褚华,2026-03-17 08:40:21,A座-闸机,星云科技/技术平台/数据智能部
30487,朱悦,2026-04-02 10:05:05,A座-闸机,职能线/行政法务部
30104,钱明,2026-03-30 10:41:50,A座-闸机,星云科技/技术平台中心/数据智能部
030347,魏萍涛,2026-03-16 09:17:19,A座-闸机,商业化中心/销售一部
30161,陈超,2026-04-30 10:58:17,A座-闸机,星云科技/技术平台中心/数据智能部
030468,王志,2026-03-03 09:23:13,A座-闸机,职能线/行政法务部
30027,华曦晨,2026-04-02 09:18:40,A座-闸机,星云科技/技术平台中心/应用研发部
30304,卫娜,2026-03-27 10:06:20,A座-闸机,商业化中心/销售一部
30353,曹涛天,2026-04-15 10:12:51,A座-闸机,商业化中心/销售二部
30289,李敏,2026-03-31 09:49:44,A座-闸机,星云科技/商业化中心/销售二部
30387,吕磊涛,2026-03-18 08:22:53,A座-闸机,用户增长/市场部
30442,陶萍,2026-03-03 08:01:48,A座-闸机,星云科技/用户增长中心/市场部
30366,陈志,2026-03-13 08:12:27,A座-闸机,商业化中心/销售一部
030444,张曦,2026-03-30 08:59:06,A座-闸机,星云科技/用户增长中心/内容运营部
30187,孙超,2026-04-29 10:56:11,A座-闸机,星云科技/技术平台中心/数据智能部
30415,张杰宇,2026-04-22 08:03:16,A座-闸机,星云科技/用户增长中心/市场部
30051,杨萍华,2026-03-09 10:31:39,A座-闸机,技术平台中心/基础架构部
30392,李英,2026-03-17 09:01:16,A座-闸机,用户增长/内容运营部
30101,李丽艳,2026-03-11 10:34:21,A座-闸机,星云科技/技术平台/应用研发部
30015,周芳洋,2026-03-31 09:20:36,A座-闸机,星云科技/技术平台/应用研发部
30104,钱明,2026-03-05 08:20:42,A座-闸机,星云科技/技术平台中心/数据智能部
30043,孙娜,2026-04-27 10:37:04,A座-闸机,星云科技/技术平台中心/基础架构部
30321,王斌,2026-04-13 10:20:15,A座-闸机,商业化中心/商业产品部
030314,王志敏,2026-03-27 08:46:38,A座-闸机,商业化中心/销售一部
030400,魏洋,2026-03-23 09:15:23,A座-闸机,用户增长/内容运营部
30259,魏怡斌,2026-03-09 08:31:33,A座-闸机,商业化中心/销售一部
030243,施伟曦,2026-03-12 08:20:49,A座-闸机,商业化中心/销售二部
30422,卫强悦,2026-04-30 10:59:26,A座-闸机,星云科技/用户增长中心/内容运营部
30090,韩磊宇,2026-03-27 08:51:06,A座-闸机,星云科技/技术平台中心/应用研发部
